Truist Enjoy Cash	truist-enjoy-cash	Truist	0	Cash Back	1	1	0	0	0	1%	3% Gas and EV Charging, 2% Utilities and Groceries ($1,000 monthly cap), OR flat 1.5%	None	Customizable Reward Structure, Loyalty Cash Bonus, Contactless Payments	https://www.truist.com/content/dam/truist/us/en/images/products/credit-cards/truist-enjoy-cash-card-321.png	https://www.truist.com/credit-cards/enjoy-cash	Cardholder must choose between tiered (3-2-1) or flat (1.5) rewards at application and cannot change it later	Visa	0%	None	None
Truist Enjoy Beyond	truist-enjoy-beyond	Truist	95	Truist Points	0.01	0.01	30000	1500	3	1	3x Travel (Airfare, Hotels, Car Rentals), 2x Dining	$100 Travel Experience (Annual), $120 TSA PreCheck or Global Entry (Every 4 Years)	Metal composite design, Customizable card controls, Visa Signature benefits	https://www.truist.com/content/dam/truist/us/en/images/products/credit-cards/enjoy-beyond-card.png	https://www.truist.com/credit-cards/enjoy-beyond	Annual fee waived for Wealth Clients; 10% to 50% Loyalty Cash Bonus on redemptions into Truist deposit accounts	Visa	0%	Truist Rewards	None
TD First Class℠ Visa Signature®	td-first-class-visa-signature	TD Bank	89	First Class miles	0.01	0.01	25000	3000	6	1	3x Travel, 3x Dining	None	Cell Phone Protection, Roadside Dispatch, 0% Intro APR on Balance Transfers	https://www.td.com/us/en/personal-banking/credit-cards/first-class	https://www.td.com/us/en/personal-banking/credit-cards/first-class	Miles never expire as long as account is open; bonus split into first purchase and spend requirement; 0% intro APR on balance transfers for 12 months	Visa	0%	None	None
TD Double Up℠ Credit Card	td-double-up-credit-card	TD Bank	0	Cash Back (Points)	0.01	0.01	20000	1500	3	2%	None	None	Cell Phone Protection, Fraud Liability Coverage, ID Navigator by NortonLifeLock	https://www.td.com/content/dam/reporting/us/en/consumer-credit-cards/card-art/double-up-card-art.png	https://www.td.com/us/en/personal-banking/credit-cards/double-up	Must have TD Bank deposit account for full 2% back redemption flexibility	Visa	3%	None	None
TD Cash Credit Card	td-cash-credit-card	TD Bank	0	Cash Back Dollars	1	1	200	1000	3	1%	3% Choice Category, 2% Choice Category	None	Cell Phone Protection, ID Navigator by NortonLifeLock, Purchase Security	https://www.td.com/content/dam/tdb/images/products/credit-cards/td-cash-card-142x90.png	https://www.td.com/us/en/personal-banking/credit-cards/td-cash	Must choose spending categories quarterly or defaults to Dining (3%) and Grocery (2%)	Visa	3%	None	None
Navy Federal Flagship Rewards	navy-federal-flagship-rewards	Navy Federal Credit Union	49	Points	0.01	0.01	35000	3500	3	2	3X Travel	$139 Amazon Prime (Annual), $120 Global Entry or TSA PreCheck (Every 4 Years)	Free Amazon Prime, Global Entry/TSA PreCheck Credit, Travel Accident Insurance	https://www.navyfederal.org/content/dam/nfculibs/images/products/credit-cards/visasignatureflagshiprewards_142x90.png	https://www.navyfederal.org/loans-cards/credit-cards/flagship-rewards.html	Must be a Navy Federal member to apply; Points value is fixed at 1 cent each	Visa	0%	None	None
Navy Federal CashRewards	navy-federal-cashrewards	Navy Federal Credit Union	0	Cash Back	1	1	250	2500	3	1.50%	2% back if credit limit is $5,000+ (cashRewards Plus)	None	Collision Damage Waiver, 24/7 Member Services, No Rewards Expiration	https://www.navyfederal.org/content/dam/nfcu/images/credit-cards/cashrewards-visa.png	https://www.navyfederal.org/loans-cards/credit-cards/cashrewards.html	Membership required (Armed Forces, DoD, veterans, or family); Approval for $5k+ limit automatically issues cashRewards Plus version	Visa	0%	None	None
PenFed Pathfinder® Rewards	penfed-pathfinder-rewards	PenFed Credit Union	95	PenFed Points	0.0085	0.01	50000	3000	3	1.5	4x Travel (Honors), 3x Dining (Honors), 3x Travel (Standard), 2x Dining (Standard)	$100 Domestic Air Ancillary (Annual)	$100 Global Entry or $85 TSA PreCheck (Every 4 Years)	Priority Pass Membership, Global Entry/TSA PreCheck Credit, $100 Air Ancillary Credit	https://www.penfed.org/content/dam/penfed/en/products/credit-cards/pathfinder-visa-signature-card-01.png	https://www.penfed.org/credit-cards/pathfinder-rewards-visa	Annual fee waived for Honors Advantage members; Points expire after 5 years; Honors Advantage requires military or specific checking account	Visa	0%	PenFed Honors Advantage	None
PenFed Power Cash Rewards	penfed-power-cash-rewards	PenFed Credit Union	0	Cash Back	1	1	100	1500	3	1.50%	2% for Honors Advantage Members	None	Purchase Security, Travel Accident Insurance, Roadside Dispatch	https://www.penfed.org/content/dam/penfed/en/images/credit-cards/power-cash-rewards/power-cash-rewards-card.png	https://www.penfed.org/credit-cards/power-cash-rewards	Must be a PenFed member to apply; Honors Advantage requires military service or a PenFed checking account with a $500 balance/direct deposit	Visa	0%	None	None
Alliant Visa® Signature	alliant-cashback-visa-signature-credit-card	Alliant Credit Union	0	Cash Back	1	1	0	0	0	1.50%	None	None	Roadside Dispatch, Auto Rental Collision Damage Waiver, Personal Identity Theft Protection	https://www.alliantcreditunion.org/images/uploads/cards/visa-signature-card.png	https://www.alliantcreditunion.org/bank/visa-signature-card	Rewards expire after 4 years; $25 minimum redemption requirement	Visa	0%	None	None
Barclays View™ Mastercard®	barclays-view-mastercard	Barclays	0	Barclays Reward Points	0.01	0.01	0	0	0	1x	3x Restaurants, 2x Grocery, 2x Internet/Streaming/Phone/TV	None	$0 Fraud Liability, FICO Score Access, Rewards Boost Mall	https://cards.barclaycardus.com/content/dam/barclaycardus/cards/barclays-view-mastercard/view_card_300x190.png	https://cards.barclaycardus.com/banking/cards/barclays-view-mastercard/	Points forfeited if account closed for non-use; Targeted offer only	Mastercard	0%	None	None
Barclays Arrival® Premier	barclays-arrival-premier	Barclays	150	Miles	0.5	1	0	0	0	2	2x on all purchases	$100 Global Entry or TSA PreCheck (Every 5 years)	LoungeKey Airport Lounge Access - Global Entry Credit - Complimentary ShopRunner Membership	N/A	N/A	No longer available to new applicants; 10,000 mile minimum for travel redemptions	Mastercard	0%	None	25,000 miles
Fifth Third Preferred Cash/Back	fifth-third-preferred-cash-back	Fifth Third Bank	0	Cash Back	0.01	0.01	0	0	0	2%	None	None	Cell Phone Protection, Mastercard ID Theft Protection, Travel Support Services	https://www.53.com/content/dam/fifth-third/products/credit-cards/preferred-cash-back-card.png	https://www.53.com/content/fifth-third/en/personal-banking/bank/credit-cards/preferred-cash-back-card.html	Requires Fifth Third Preferred Banking ($100k+ balance); Available only in FL, GA, IL, IN, KY, MI, NC, OH, SC, TN, and WV	Mastercard	0%	None	None
Huntington Voice Credit Card®	huntington-voice-credit-card	Huntington Bank	0	None	0	0	0	0	0	0	None	None	Lower Purchase APR, Late Fee Grace, No Foreign Transaction Fees	https://www.huntington.com/-/media/hnb/images/credit-card/voice-lower-rate-card.png	https://www.huntington.com/Personal/credit-card/voice-lower-rate	The Lower Rate version of the Voice card does not earn rewards; Late Fee Grace provides one extra day to make a payment without a late fee	Mastercard	0%	None	None
Regions Prestige Visa®	regions-prestige-visa	Regions Bank	0	Relationship Rewards points	0.01	0.01	20000	1000	3	1	3x Dining and Entertainment, 2x Gas and Grocery	None	Visa Signature Concierge, Travel Accident Insurance, Auto Rental Collision Damage Waiver	N/A	https://www.regions.com/personal-banking/credit-cards/prestige-visa	Rewards Multiplier program allows earning up to 1% extra based on deposit account balances	Visa	0%	Regions Relationship Rewards	None
Citizens Bank Cash Back Plus	citizens-bank-cash-back-plus	Citizens Bank	0	Cash Back	1	1	0	0	0	1.80%	None	None	Mastercard World Benefits, No Penalty APR, Contactless Payments	https://www.citizensbank.com/assets/cb/images/cards/cash-back-plus.png	https://www.citizensbank.com/credit-cards/cash-back-world-mastercard.aspx	Discontinued for new applicants as of June 2025; 1.8% rate requires monthly use and direct deposit of rewards	Mastercard	0%	None	None
